id,SIAE,SSAN,PPQ,TEFO,PHIMIN,PHIMAX,ZMIN,ZMAX
0,1.6591796875,3.33837890625,0.6085592971102332,0.0219189453125,9.2041015625,80.8251953125,-955.0,899.0
1,2.5029296875,3.33837890625,0.6085592971102332,0.0219189453125,9.2041015625,80.8251953125,-955.0,899.0
2,1.6591796875,3.24267578125,0.6085592971102332,0.0219189453125,9.2041015625,80.8251953125,-955.0,899.0
3,1.6591796875,3.33837890625,0.36320670534188126,0.0219189453125,9.2041015625,80.8251953125,-955.0,899.0
4,1.6591796875,3.33837890625,0.6085592971102332,0.0113720703125,9.2041015625,80.8251953125,-955.0,899.0
5,1.6591796875,3.33837890625,0.6085592971102332,0.0219189453125,7.4169921875,80.8251953125,-955.0,899.0
6,1.6591796875,3.33837890625,0.6085592971102332,0.0219189453125,9.2041015625,57.2705078125,-955.0,899.0
7,1.6591796875,3.33837890625,0.6085592971102332,0.0219189453125,9.2041015625,80.8251953125,-857.0,899.0
8,1.6591796875,3.33837890625,0.6085592971102332,0.0219189453125,9.2041015625,80.8251953125,-955.0,370.0
9,2.5029296875,3.24267578125,0.36320670534188126,0.0113720703125,7.4169921875,57.2705078125,-857.0,370.0
10,3.1591796875,5.08837890625,0.28412890859457385,0.0094189453125,16.7041015625,58.3251953125,-455.0,399.0
11,1.0029296875,5.08837890625,0.28412890859457385,0.0094189453125,16.7041015625,58.3251953125,-455.0,399.0
12,3.1591796875,4.99267578125,0.28412890859457385,0.0094189453125,16.7041015625,58.3251953125,-455.0,399.0
13,3.1591796875,5.08837890625,0.6394346459108365,0.0094189453125,16.7041015625,58.3251953125,-455.0,399.0
14,3.1591796875,5.08837890625,0.28412890859457385,0.023872070312500004,16.7041015625,58.3251953125,-455.0,399.0
15,3.1591796875,5.08837890625,0.28412890859457385,0.0094189453125,14.9169921875,58.3251953125,-455.0,399.0
16,3.1591796875,5.08837890625,0.28412890859457385,0.0094189453125,16.7041015625,79.7705078125,-455.0,399.0
17,3.1591796875,5.08837890625,0.28412890859457385,0.0094189453125,16.7041015625,58.3251953125,-357.0,399.0
18,3.1591796875,5.08837890625,0.28412890859457385,0.0094189453125,16.7041015625,58.3251953125,-455.0,870.0
19,1.0029296875,4.99267578125,0.6394346459108365,0.023872070312500004,14.9169921875,79.7705078125,-357.0,870.0
20,3.9091796875,4.21337890625,0.7330398930728979,0.028168945312500002,12.9541015625,47.0751953125,-705.0,149.0
21,1.7529296875,4.21337890625,0.7330398930728979,0.028168945312500002,12.9541015625,47.0751953125,-705.0,149.0
22,3.9091796875,5.86767578125,0.7330398930728979,0.028168945312500002,12.9541015625,47.0751953125,-705.0,149.0
23,3.9091796875,4.21337890625,0.7742011051537128,0.028168945312500002,12.9541015625,47.0751953125,-705.0,149.0
24,3.9091796875,4.21337890625,0.7330398930728979,0.0176220703125,12.9541015625,47.0751953125,-705.0,149.0
25,3.9091796875,4.21337890625,0.7330398930728979,0.028168945312500002,11.1669921875,47.0751953125,-705.0,149.0
26,3.9091796875,4.21337890625,0.7330398930728979,0.028168945312500002,12.9541015625,46.0205078125,-705.0,149.0
27,3.9091796875,4.21337890625,0.7330398930728979,0.028168945312500002,12.9541015625,47.0751953125,-107.0,149.0
28,3.9091796875,4.21337890625,0.7330398930728979,0.028168945312500002,12.9541015625,47.0751953125,-705.0,120.0
29,1.7529296875,5.86767578125,0.7742011051537128,0.0176220703125,11.1669921875,46.0205078125,-107.0,120.0
30,2.4091796875,5.96337890625,0.487623298546117,0.0156689453125,5.4541015625,69.5751953125,-205.0,649.0
31,3.2529296875,5.96337890625,0.487623298546117,0.0156689453125,5.4541015625,69.5751953125,-205.0,649.0
32,2.4091796875,4.11767578125,0.487623298546117,0.0156689453125,5.4541015625,69.5751953125,-205.0,649.0
33,2.4091796875,5.96337890625,0.5219541887912215,0.0156689453125,5.4541015625,69.5751953125,-205.0,649.0
34,2.4091796875,5.96337890625,0.487623298546117,0.0051220703125,5.4541015625,69.5751953125,-205.0,649.0
35,2.4091796875,5.96337890625,0.487623298546117,0.0156689453125,18.6669921875,69.5751953125,-205.0,649.0
36,2.4091796875,5.96337890625,0.487623298546117,0.0156689453125,5.4541015625,68.5205078125,-205.0,649.0
37,2.4091796875,5.96337890625,0.487623298546117,0.0156689453125,5.4541015625,69.5751953125,-607.0,649.0
38,2.4091796875,5.96337890625,0.487623298546117,0.0156689453125,5.4541015625,69.5751953125,-205.0,620.0
39,3.2529296875,4.11767578125,0.5219541887912215,0.0051220703125,18.6669921875,68.5205078125,-607.0,620.0
40,2.0341796875,4.65087890625,0.410829949348772,0.0125439453125,7.3291015625,75.2001953125,-580.0,24.0
41,2.1279296875,4.65087890625,0.410829949348772,0.0125439453125,7.3291015625,75.2001953125,-580.0,24.0
42,2.0341796875,5.43017578125,0.410829949348772,0.0125439453125,7.3291015625,75.2001953125,-580.0,24.0
43,2.0341796875,4.65087890625,0.885260727993143,0.0125439453125,7.3291015625,75.2001953125,-580.0,24.0
44,2.0341796875,4.65087890625,0.410829949348772,0.0082470703125,7.3291015625,75.2001953125,-580.0,24.0
45,2.0341796875,4.65087890625,0.410829949348772,0.0125439453125,9.2919921875,75.2001953125,-580.0,24.0
46,2.0341796875,4.65087890625,0.410829949348772,0.0125439453125,7.3291015625,74.1455078125,-580.0,24.0
47,2.0341796875,4.65087890625,0.410829949348772,0.0125439453125,7.3291015625,75.2001953125,-732.0,24.0
48,2.0341796875,4.65087890625,0.410829949348772,0.0125439453125,7.3291015625,75.2001953125,-580.0,745.0
49,2.1279296875,5.43017578125,0.885260727993143,0.0082470703125,9.2919921875,74.1455078125,-732.0,745.0
