,FICE,FSNOW,PRS,RFR,OCM,OCS,TCT,VCM,PPQ,SIA
0,9.66110553012,2.17842854931,6.6703349711,0.406168208276,-1.0,1.0,1.0,0.889683764217,0.675516698723,2.76094956141
1,16.7628060945,4.94816868115,6.84242768083,0.288078570868,0.0,-1.0,0.0,0.669032190936,0.712349748864,1.95410369642
2,11.3695316935,3.37630566739,6.57204900467,0.138122405733,1.0,1.0,1.0,0.768970134593,0.516736151266,1.07980332877
3,15.252732973,5.93219079115,5.69467992116,0.585636227014,-1.0,-1.0,-1.0,0.966482892788,0.879773358382,1.2524968862
4,2.75031999353,2.34259868148,5.58671422299,0.706275890018,1.0,0.0,-1.0,0.999969585174,0.540612649492,1.88552606163
5,4.08756402159,2.29935499535,5.97946902888,0.235763330927,-1.0,1.0,-1.0,1.27464218026,0.65951699283,1.54807864955
6,3.62495327984,3.74314381529,5.18490533647,0.191441383098,1.0,0.0,0.0,1.17371405518,0.711614996029,1.09372896408
7,8.2733678591,4.43180467376,5.14771493417,0.612478084143,0.0,-1.0,1.0,1.11134263831,0.813117034726,0.764632436808
8,8.58512820491,4.73824995658,6.09651102974,0.461387562424,1.0,-1.0,-1.0,1.10722777894,0.715356885178,1.20961968481
9,17.412582544,5.96631014171,5.0610274843,0.25576371082,0.0,1.0,-1.0,1.31009934488,0.733365419077,2.2997801753
10,9.43826952016,3.47831907387,5.50027077956,0.435751823994,1.0,-1.0,0.0,0.829764533192,0.906344667572,1.64919981837
11,14.5808936392,3.97464186712,5.8396903081,0.525851550307,-1.0,-1.0,0.0,1.09651674321,0.512729294552,0.573545577497
12,15.8485193506,5.75886931844,5.84831770307,0.395123328514,-1.0,1.0,-1.0,0.935150267868,0.773164159164,1.31740875855
13,15.1483340036,4.03526680752,5.98199759356,0.54107975546,-1.0,0.0,0.0,0.999445621362,0.415659543549,1.97355521625
14,12.1601260305,3.44794266681,6.0764235353,0.243397522661,1.0,0.0,-1.0,1.08138349204,0.213510225149,1.40905538266
15,13.4872134191,5.60968388574,6.04378791644,0.439304465328,1.0,1.0,1.0,0.824651857325,0.439043935838,1.29778863184
16,10.8834884905,5.02630387475,5.26570590331,0.384067092817,-1.0,1.0,1.0,1.16168477366,0.534198306475,1.13466934918
17,7.12199765964,4.32068023314,6.55311941877,0.545552753464,1.0,1.0,1.0,0.806239882222,0.650788117354,0.889977172886
18,5.28660684381,4.33062058497,6.47632085331,0.382207209269,-1.0,0.0,-1.0,1.06134379141,0.791530760293,1.53532184194
19,4.84309692928,4.88404469445,6.6942928853,0.369817645376,1.0,-1.0,1.0,1.12648152209,0.676400326884,1.0147778027
20,8.72873250284,4.10977442754,5.79544246217,0.425250823567,0.0,-1.0,0.0,1.46513450316,0.466784762386,1.21094524179
21,14.0898176847,4.08837560546,5.46844538196,0.576840505801,-1.0,0.0,1.0,1.28772374972,0.652572961733,1.08582604355
22,8.97207112929,4.76240950472,5.84153311217,0.774145963576,1.0,1.0,-1.0,0.916637837219,0.676663665194,1.72559987517
23,5.25382248415,5.08741852281,6.03631635808,0.640700034042,-1.0,1.0,-1.0,1.42372363346,0.837609778463,3.03409035258
24,3.71582864527,5.13673359651,6.5541962148,0.828371822645,1.0,-1.0,-1.0,0.677906142534,0.431308469199,1.08638529979
25,8.60973352126,4.88735560874,6.92750595442,0.362886927621,-1.0,1.0,1.0,0.945045315134,0.874337584799,0.393778850669
26,9.9382844444,5.15285678402,5.40134214159,0.340400158681,0.0,-1.0,0.0,0.904914180532,0.533616766208,0.588721831977
27,7.07168507703,3.32649218569,5.75103432841,0.426526337332,-1.0,1.0,0.0,1.32456177359,0.529209168234,1.56917309305
28,3.36217660105,2.305051196,5.62631560821,0.724529332595,1.0,-1.0,-1.0,1.0259724791,0.91586879859,1.50732046592
29,11.8894748542,4.66815371266,5.1619533602,0.390566298948,1.0,1.0,0.0,0.944160767706,0.61383371753,2.61985689309
30,3.81005524814,3.94191503145,5.48484608078,0.505267395053,0.0,-1.0,-1.0,0.926729744294,0.514099751043,2.80490739933
31,15.5683137727,4.85551827437,6.18310945799,0.335320254218,-1.0,-1.0,1.0,1.10058649333,0.562181257296,1.87823324845
32,8.57926669483,3.67058285614,6.95185234476,0.598912219813,0.0,0.0,1.0,1.27151460915,0.384927845931,0.656497538853
33,5.14441964284,3.99629695371,5.77092635398,0.40354109562,0.0,0.0,0.0,0.923337400407,0.598658011766,1.35148895171
34,16.3262564584,3.34958441967,6.63615642397,0.35522440627,1.0,0.0,-1.0,1.11801570343,0.505314166254,0.974100184172
35,7.79177123241,3.03874498583,6.0629742184,0.671653182303,0.0,1.0,0.0,0.957568401173,0.545355972198,1.50328679355
36,4.30493679091,4.64227127223,5.71482072024,0.449166557574,-1.0,-1.0,0.0,1.0149146575,0.458173184518,2.11596817668
37,9.11755890962,4.78536955813,5.60651456906,0.43037823809,1.0,0.0,-1.0,1.40010331862,0.651613884939,0.650315116217
38,9.70261525693,5.1687513847,6.61871239503,0.285644409849,0.0,1.0,1.0,1.00930093605,0.502337835917,0.694303904527
39,2.0202278243,4.36615697239,6.42641379369,0.479731129539,-1.0,1.0,1.0,0.794244773712,0.74223060546,3.72177600865
40,6.30542857998,4.3557502754,5.62310642508,0.539039946201,1.0,1.0,0.0,0.983356107822,0.764689981185,1.33096905185
41,2.58347632881,2.52351125671,5.43053792409,0.282312839188,-1.0,1.0,1.0,0.988253379374,0.489781895055,1.57308869514
42,8.18010945584,5.67051426433,5.12048013973,0.294852227457,1.0,-1.0,1.0,1.09413631432,0.729545722603,1.11091046484
43,12.0051621952,5.33254304894,6.0555719663,0.521894023958,1.0,0.0,-1.0,0.899187204722,0.915900405432,1.81053393702
44,11.6246742924,3.632924624,6.52994466612,0.345474351337,1.0,1.0,0.0,1.10756723653,0.714383949638,2.37640367354
45,4.88363493899,2.60421670635,5.23930149906,0.659384144674,1.0,1.0,1.0,0.644112792266,0.646661870361,1.65357112546
46,7.26131171179,2.16039743117,6.87849844392,0.708951984725,0.0,1.0,0.0,1.02929008761,0.466915016134,1.79571102258
47,7.5313773388,3.77446196748,5.44107822832,0.359835584443,0.0,1.0,0.0,1.04654503877,0.259345993953,1.55293353143
48,5.23633987743,5.68253163466,5.80653871826,0.503772706667,-1.0,0.0,1.0,0.762949517376,0.512102451004,2.89871350583
49,13.849042037,4.0054367505,5.46795497747,0.594528853971,0.0,-1.0,0.0,0.933180347377,0.728954958029,1.90439160601
50,6.6153855576,3.06187751005,6.36648320007,0.255082984606,1.0,-1.0,0.0,1.07083536504,0.396551955405,1.64516963419
51,9.55275562323,5.84982149033,5.50532098963,0.337169521698,1.0,1.0,-1.0,0.830156154484,0.544169120008,0.876123708293
52,11.2063162955,4.7570643022,5.34909293347,0.660235302713,1.0,1.0,0.0,1.24713244411,0.624030440616,1.78880561303
53,3.27930301491,3.17830410782,5.59989141137,0.772201930386,1.0,-1.0,-1.0,0.87989846388,0.518184181759,1.21771208064
54,6.07722151156,3.21845430677,6.81096787807,0.374381393799,-1.0,-1.0,0.0,1.11422103994,0.506561814733,1.49194421617
55,18.0068056098,5.14861162031,5.95134171719,0.166292125306,-1.0,1.0,0.0,0.773902020108,0.466190861473,1.72005688753
56,11.6426200679,4.1506333421,5.72803464318,0.470870763935,-1.0,-1.0,0.0,0.867997495886,0.445786522659,1.06227300467
57,11.3674713323,3.86911873842,5.20980471416,0.334309957347,0.0,0.0,1.0,1.04704334988,0.721933884458,1.88332885127
58,14.0236894138,5.64933135258,5.11011176891,0.457374790069,0.0,1.0,-1.0,0.984563765403,0.388799778803,0.8697458702
59,9.58521609913,3.77776618088,5.00039861243,0.54722082364,-1.0,-1.0,-1.0,1.2150840667,0.640396348264,1.28920319957
60,4.73201121918,4.77655826364,6.99638486812,0.247358023935,1.0,1.0,0.0,1.40471051662,0.62930144671,1.09467268066
61,9.32745053468,5.05423372353,5.13235701369,0.633358402542,1.0,0.0,-1.0,0.623724123252,0.6713603572,1.49412282464
62,10.315903107,5.39259894972,6.87264367968,0.618053209522,1.0,-1.0,0.0,0.997277471342,0.761465508203,1.17283973476
63,7.38339063293,3.22722695214,5.41425042587,0.655147446786,0.0,1.0,0.0,1.12342324813,0.366316950619,2.03021493331
64,10.3929595082,2.94645375166,5.65938857048,0.619890676931,-1.0,-1.0,0.0,0.975324637127,0.468349385754,2.69700904089
65,9.77878363877,3.56223117716,6.20454710375,0.351308266704,1.0,0.0,1.0,0.775494424806,0.614412898649,1.85575074812
66,6.57129834041,3.62296128379,6.69911010428,0.441493272538,0.0,-1.0,0.0,0.816421579333,0.900317524679,0.636672159062
67,3.72046991943,2.46259873872,6.40887501784,1.04546361967,-1.0,0.0,-1.0,0.967630348218,0.734466861981,1.46940361339
68,10.3494233933,4.50359072284,6.37698660237,0.76688764448,1.0,-1.0,1.0,1.11442457004,0.652074838552,1.00594111585
69,10.6914780799,4.22661435631,6.5944557296,0.485739874613,1.0,0.0,-1.0,0.853822513405,0.355230029705,0.855541964238
70,7.80368579904,3.21226357229,6.50178883918,0.409528472019,-1.0,-1.0,0.0,0.810415740703,0.574078331968,1.20668142739
71,4.52469142513,3.45674603407,6.67283443507,0.393838828555,0.0,-1.0,-1.0,0.972756414695,0.563780041337,1.65054992576
72,6.99703342562,4.34797063631,6.06571729921,0.549386203218,0.0,1.0,1.0,0.699714690589,0.465502252302,1.11430629801
73,10.824199616,4.45137074727,6.02986817588,0.964487011646,1.0,1.0,1.0,1.41340979651,0.473053369425,2.19831139655
74,5.51761149685,3.49291628173,5.95918335149,0.484263299236,-1.0,0.0,1.0,0.955741759784,0.686868120541,2.06352976098
75,9.27154587043,5.1803553929,6.73412659891,0.758315698656,-1.0,0.0,0.0,0.951283487003,0.261689698624,0.542825774964
76,4.40832991577,2.86278977977,6.9551103457,0.593044543461,1.0,0.0,0.0,1.34933893491,0.909791215716,1.06567530373
77,11.6121970518,5.33521808503,5.88159892573,0.348617874056,1.0,-1.0,-1.0,1.17540426919,0.744710115912,2.32002568053
78,7.75682660675,2.54775318234,5.9489395624,1.00320540762,-1.0,-1.0,0.0,1.03242245128,0.558786735693,1.71032981542
79,10.1643253842,6.10421698272,6.01767592895,0.417660136882,1.0,0.0,1.0,0.962320702046,0.328471809175,2.15028370693
80,3.24113297639,2.37102632811,5.67337000934,0.556963736219,0.0,1.0,0.0,1.32297569839,0.81373158968,0.739395428182
81,11.3203806791,4.91083921494,5.71636409285,0.480717953943,1.0,1.0,-1.0,0.516899701639,0.747531333653,0.56399884821
82,8.50382621652,3.07256513883,6.44795169785,0.618859305335,-1.0,0.0,0.0,1.18117368252,0.381450188772,2.52621865317
83,12.8758160681,3.28275922952,5.30522692012,0.498146020154,-1.0,0.0,1.0,1.0723283207,0.829620764009,1.38150029559
84,9.91717772246,5.98904735037,5.92741088412,0.226980790472,0.0,0.0,0.0,0.731910617226,0.480028315832,2.01009644662
85,9.26081961578,5.65860591046,6.79985986818,0.810607028901,1.0,1.0,1.0,0.980823514577,0.670803215128,0.816435130011
86,8.95716685256,5.25917666909,6.58571640838,0.415601129144,-1.0,1.0,-1.0,1.24128405977,0.24003020914,1.71291761741
87,10.6358746588,5.52508215704,5.90978239607,0.507348336446,-1.0,1.0,0.0,1.05919300445,0.797292650789,0.782815649151
88,13.2117335895,2.65642157308,5.72450986805,0.0689003482127,0.0,1.0,0.0,0.992255817061,0.574889748592,3.13966582432
89,11.9943261398,3.25849933466,5.35695775955,0.631992344492,-1.0,1.0,1.0,1.31605990114,0.947055949257,2.38114607832
90,6.76267200993,5.3172920271,5.98250761055,0.47007340184,-1.0,-1.0,-1.0,1.09726013684,0.638669929234,1.11697743582
91,9.79625612632,4.127657629,5.37015003264,0.413459481779,-1.0,1.0,0.0,1.01538366879,0.714642758772,1.33849133229
92,3.04246750846,3.82568398476,6.51032653618,0.423309396198,1.0,0.0,1.0,0.992922185604,0.779593277597,1.02567951208
