id,GCM,FICE,FSNOW,PRS,RFR,OCM,OCS,TCT,VCM,PPQ,SIAE
0,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
1,1.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
2,0.0,5.532504159799055,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
3,0.0,4.973769398557651,3.734505612481398,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
4,0.0,4.973769398557651,4.157798201632942,5.287109375,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
5,0.0,4.973769398557651,4.157798201632942,6.353515625,0.44611988766965066,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
6,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
7,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,0.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
8,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,1.2069841016994907
9,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.5092263853929295,0.348005915302416,1.2069841016994907
10,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.6103627272791836,1.2069841016994907
11,0.0,4.973769398557651,4.157798201632942,6.353515625,0.40665956853869495,1.0,-1.0,1.0,0.40045035222513525,0.348005915302416,2.056750586887211
12,1.0,5.532504159799055,3.734505612481398,5.287109375,0.44611988766965066,1.0,0.0,1.0,0.5092263853929295,0.6103627272791836,2.056750586887211
13,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
14,3.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
15,2.0,9.117314481653203,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
16,2.0,8.664820194499782,5.460979091751315,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
17,2.0,8.664820194499782,2.188165830437475,6.287109375,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
18,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6701886113176927,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
19,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,-1.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
20,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,1.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
21,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,2.140731086474667
22,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.2635696684231901,0.6321124264881748,2.140731086474667
23,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.29024941333916404,2.140731086474667
24,2.0,8.664820194499782,2.188165830437475,5.353515625,0.6220460018532534,0.0,0.0,0.0,0.0520636978288761,0.6321124264881748,1.1403447022585205
25,3.0,9.117314481653203,5.460979091751315,6.287109375,0.6701886113176927,-1.0,1.0,0.0,0.2635696684231901,0.29024941333916404,1.1403447022585205
26,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
27,2.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
28,3.0,7.3893407439939125,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
29,3.0,6.938183614406566,2.8196815551290078,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
30,3.0,6.938183614406566,4.985139467260877,6.787109375,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
31,3.0,6.938183614406566,4.985139467260877,6.853515625,0.323990166131936,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
32,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,0.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
33,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
34,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,3.0376166294328675
35,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.7067961312367167,0.7639013197531817,3.0376166294328675
36,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7352958718141063,3.0376166294328675
37,3.0,6.938183614406566,4.985139467260877,6.853515625,0.5124162236011955,-1.0,-1.0,-1.0,0.27799818643294943,0.7639013197531817,1.5691264765056072
38,2.0,7.3893407439939125,2.8196815551290078,6.787109375,0.323990166131936,0.0,-1.0,-1.0,0.7067961312367167,0.7352958718141063,1.5691264765056072
39,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
40,0.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
41,1.0,11.097913861710602,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
42,1.0,10.532507212211451,4.5221598555348095,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
43,1.0,10.532507212211451,3.3489909625152223,5.787109375,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
44,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.5497407970955106,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
45,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,1.0,1.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
46,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,0.0,0.0,0.523088505628282,0.5141168998009633,1.6300571218567415
47,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,1.0,0.523088505628282,0.5141168998009633,1.6300571218567415
48,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.38873525073763077,0.5141168998009633,1.6300571218567415
49,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.48972655600583426,1.6300571218567415
50,1.0,10.532507212211451,3.3489909625152223,5.853515625,0.26091663014862476,0.0,1.0,0.0,0.523088505628282,0.5141168998009633,2.8557258091052082
51,0.0,11.097913861710602,4.5221598555348095,5.787109375,0.5497407970955106,1.0,0.0,1.0,0.38873525073763077,0.48972655600583426,2.8557258091052082
52,1.0,7.806071653649551,2.862928908686598,5.603515625,0.3443150307595492,1.0,0.0,-1.0,0.3420026102873026,0.6928502183128147,4.3236021610100765
53,0.0,7.806071653649551,2.862928908686598,5.603515625,0.3443150307595492,1.0,0.0,-1.0,0.3420026102873026,0.6928502183128147,4.3236021610100765
54,1.0,6.501773501072812,2.862928908686598,5.603515625,0.3443150307595492,1.0,0.0,-1.0,0.3420026102873026,0.6928502183128147,4.3236021610100765
