,GCM,FICE,FSNOW,PRS,RFR,OCM,OCS,TCT,VCM,PPQ,SIAE
0,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
1,1.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
2,0.0,5.5325041598,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
3,0.0,4.97376939856,3.73450561248,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
4,0.0,4.97376939856,4.15779820163,5.287109375,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
5,0.0,4.97376939856,4.15779820163,6.353515625,0.44611988767,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
6,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
7,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,0.0,1.0,1.00045035223,0.348005915302,1.2069841017
8,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,1.2069841017
9,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.10922638539,0.348005915302,1.2069841017
10,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.610362727279,1.2069841017
11,0.0,4.97376939856,4.15779820163,6.353515625,0.406659568539,1.0,-1.0,1.0,1.00045035223,0.348005915302,2.05675058689
12,1.0,5.5325041598,3.73450561248,5.287109375,0.44611988767,1.0,0.0,1.0,1.10922638539,0.610362727279,2.05675058689
13,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
14,3.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
15,2.0,9.11731448165,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
16,2.0,8.6648201945,5.46097909175,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
17,2.0,8.6648201945,2.18816583044,6.287109375,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
18,2.0,8.6648201945,2.18816583044,5.353515625,0.670188611318,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
19,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,-1.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
20,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,1.0,0.0,0.652063697829,0.632112426488,2.14073108647
21,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,2.14073108647
22,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.863569668423,0.632112426488,2.14073108647
23,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.290249413339,2.14073108647
24,2.0,8.6648201945,2.18816583044,5.353515625,0.622046001853,0.0,0.0,0.0,0.652063697829,0.632112426488,1.14034470226
25,3.0,9.11731448165,5.46097909175,6.287109375,0.670188611318,-1.0,1.0,0.0,0.863569668423,0.290249413339,1.14034470226
26,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
27,2.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
28,3.0,7.38934074399,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
29,3.0,6.93818361441,2.81968155513,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
30,3.0,6.93818361441,4.98513946726,6.787109375,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
31,3.0,6.93818361441,4.98513946726,6.853515625,0.323990166132,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
32,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,0.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
33,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
34,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,3.03761662943
35,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,1.30679613124,0.763901319753,3.03761662943
36,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.735295871814,3.03761662943
37,3.0,6.93818361441,4.98513946726,6.853515625,0.512416223601,-1.0,-1.0,-1.0,0.877998186433,0.763901319753,1.56912647651
38,2.0,7.38934074399,2.81968155513,6.787109375,0.323990166132,0.0,-1.0,-1.0,1.30679613124,0.735295871814,1.56912647651
39,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
40,0.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
41,1.0,11.0979138617,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
42,1.0,10.5325072122,4.52215985553,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
43,1.0,10.5325072122,3.34899096252,5.787109375,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
44,1.0,10.5325072122,3.34899096252,5.853515625,0.549740797096,0.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
45,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,1.0,1.0,0.0,1.12308850563,0.514116899801,1.63005712186
46,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,0.0,0.0,1.12308850563,0.514116899801,1.63005712186
47,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,1.0,1.12308850563,0.514116899801,1.63005712186
48,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,0.988735250738,0.514116899801,1.63005712186
49,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.489726556006,1.63005712186
50,1.0,10.5325072122,3.34899096252,5.853515625,0.260916630149,0.0,1.0,0.0,1.12308850563,0.514116899801,2.85572580911
51,0.0,11.0979138617,4.52215985553,5.787109375,0.549740797096,1.0,0.0,1.0,0.988735250738,0.489726556006,2.85572580911
52,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
53,0.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
54,1.0,6.50177350107,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
55,1.0,7.80607165365,4.94919487324,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
56,1.0,7.80607165365,2.86292890869,5.537109375,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
57,1.0,7.80607165365,2.86292890869,5.603515625,0.605111591152,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
58,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
59,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,1.0,-1.0,0.942002610287,0.692850218313,4.32360216101
60,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,4.32360216101
61,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,1.04681012512,0.692850218313,4.32360216101
62,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.669369266146,4.32360216101
63,1.0,7.80607165365,2.86292890869,5.603515625,0.34431503076,1.0,0.0,-1.0,0.942002610287,0.692850218313,2.38641017963
64,0.0,6.50177350107,4.94919487324,5.537109375,0.605111591152,1.0,1.0,-1.0,1.04681012512,0.669369266146,2.38641017963
65,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
66,2.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
67,3.0,10.0441758633,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
68,3.0,11.6922205867,3.31431442365,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
69,3.0,11.6922205867,4.55389773853,6.537109375,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
70,3.0,11.6922205867,4.55389773853,6.603515625,0.390264579861,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
71,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,0.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
72,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,-1.0,0.0,1.20376245739,0.444766622194,1.8636604767
73,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.8636604767
74,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,0.777150320232,0.444766622194,1.8636604767
75,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.413629030657,1.8636604767
76,3.0,11.6922205867,4.55389773853,6.603515625,0.564756199548,-1.0,1.0,0.0,1.20376245739,0.444766622194,1.36038535953
77,2.0,10.0441758633,3.31431442365,6.537109375,0.390264579861,0.0,-1.0,0.0,0.777150320232,0.413629030657,1.36038535953
78,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
79,3.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
80,2.0,4.38890127088,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
81,2.0,6.01652658185,4.12737284136,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
82,2.0,6.01652658185,3.76575735768,6.037109375,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
83,2.0,6.01652658185,3.76575735768,5.103515625,0.761875449119,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
84,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
85,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,1.0,1.0,1.05893741581,0.574259055037,1.41853919549
86,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.41853919549
87,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.18498503388,0.574259055037,1.41853919549
88,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.821181792493,1.41853919549
89,2.0,6.01652658185,3.76575735768,5.103515625,0.691896765439,-1.0,-1.0,1.0,1.05893741581,0.574259055037,1.79463474759
90,3.0,4.38890127088,4.12737284136,6.037109375,0.761875449119,-1.0,1.0,1.0,1.18498503388,0.821181792493,1.79463474759
91,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
92,1.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
93,0.0,8.24748673603,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
94,0.0,9.55574549836,2.11754535998,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
95,0.0,9.55574549836,5.5075361052,5.037109375,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
96,0.0,9.55574549836,5.5075361052,6.103515625,0.497998635515,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
97,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,2.49904398641
98,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,0.0,-1.0,0.797745230377,0.866602917283,2.49904398641
99,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,0.0,0.797745230377,0.866602917283,2.49904398641
100,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.929673391224,0.866602917283,2.49904398641
101,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.552263654994,2.49904398641
102,0.0,9.55574549836,5.5075361052,6.103515625,0.460927041294,0.0,1.0,-1.0,0.797745230377,0.866602917283,3.75950751578
103,1.0,8.24748673603,2.11754535998,5.037109375,0.497998635515,0.0,0.0,0.0,0.929673391224,0.552263654994,3.75950751578
104,0.0,5.77078082594,2.38980910981,5.916015625,0.551393868151,-1.0,1.0,1.0,0.704399839196,0.559646551429,2.60995566277
105,0.0,5.77078082594,2.38980910981,5.916015625,0.551393868151,-1.0,1.0,1.0,0.704399839196,0.559646551429,2.60995566277
106,0.0,7.60496944332,2.38980910981,5.916015625,0.551393868151,-1.0,1.0,1.0,0.704399839196,0.559646551429,2.60995566277
